Pattern Groups For Guesses From The Large Vocabulary Wordslist (14855) Into Wordlebot’s Possible Solutions List  (11/05/2024)											
							
guess	qty	ent min max ave exp p2
choux	73	3.679	1	1185	43.69	550.97	22,160.93
whups	74	3.679	1	1265	43.10	588.59	23,507.87
vibex	69	3.678	1	924	46.22	456.13	18,945.21
squab	60	3.678	1	947	53.15	460.23	21,636.46
fesse	65	3.678	1	1049	49.06	501.31	22,187.87
ownio	68	3.678	1	1106	46.90	518.56	22,119.71
kojis	57	3.677	1	918	55.95	428.84	20,862.26
ghazi	63	3.677	1	885	50.62	451.24	20,278.93
qubit	71	3.677	1	1127	44.92	517.23	21,214.11
gulls	76	3.677	1	1204	41.96	568.40	22,089.49
pully	81	3.677	1	1284	39.37	602.45	22,168.55
woosh	81	3.677	1	1315	39.37	624.64	23,042.38
jubas	70	3.676	1	931	45.56	462.68	19,002.85
keefs	65	3.676	1	932	49.06	480.17	21,150.95
siris	61	3.676	1	1043	52.28	484.26	22,583.25
synds	63	3.675	1	1028	50.62	469.57	21,206.68
layby	66	3.675	1	1044	48.32	476.59	20,693.55
boohs	77	3.675	1	1204	41.42	563.57	21,625.36
skins	66	3.674	1	1211	48.32	554.00	24,433.55
pooks	77	3.674	1	1230	41.42	575.63	22,124.63
umiaq	56	3.673	1	718	56.95	407.83	19,981.59
geeky	63	3.673	1	880	50.62	478.02	21,634.62
mimsy	73	3.673	1	1125	43.69	516.48	20,654.19
zaida	61	3.672	1	960	52.28	446.62	20,615.84
gazar	70	3.672	1	1079	45.56	500.04	20,704.85
seems	64	3.672	1	980	49.83	500.11	22,436.58
patta	78	3.672	1	1155	40.89	538.10	20,328.31
simps	77	3.672	1	1231	41.42	567.89	21,804.35
compo	85	3.672	1	1312	37.52	616.91	21,737.43
jeely	63	3.671	1	834	50.62	448.84	20,157.57
vehme	68	3.671	1	1055	46.90	500.14	21,255.56
nalla	71	3.671	1	1098	44.92	503.36	20,591.29
pakua	70	3.671	1	1086	45.56	508.18	21,075.90
dohyo	65	3.671	1	1131	49.06	515.95	22,906.43
appui	68	3.669	1	691	46.90	425.11	17,737.15
kasha	69	3.669	1	1108	46.22	509.67	21,419.45
chics	71	3.669	1	1204	44.92	565.11	23,364.95
juicy	61	3.668	1	1081	52.28	486.90	22,721.61
agmas	70	3.668	1	1057	45.56	495.72	20,508.16
swash	77	3.668	1	1114	41.42	549.98	21,062.42
pulps	80	3.668	1	1184	39.86	553.70	20,482.77
pixie	60	3.667	1	914	53.15	471.01	22,209.36
uncut	68	3.667	1	1110	46.90	509.50	21,694.65
hobos	76	3.667	1	1204	41.96	562.72	21,851.38
booms	78	3.667	1	1219	40.89	579.28	22,012.00
zambo	71	3.666	1	908	44.92	455.19	18,427.82
wifie	61	3.666	1	905	52.28	472.48	21,967.41
booze	73	3.666	1	871	43.69	475.40	18,859.64
reeve	68	3.666	1	1078	46.90	501.29	21,309.47
syncs	60	3.666	1	1115	53.15	503.22	23,921.29
fudgy	82	3.666	1	1257	38.89	591.11	21,475.93
eques	53	3.665	1	876	60.17	424.86	21,943.08
kapok	61	3.665	1	878	52.28	439.08	20,221.48
zonks	57	3.665	1	1102	55.95	503.19	25,021.91
wheek	76	3.665	1	1065	41.96	520.90	20,096.56
sools	65	3.665	1	1161	49.06	533.51	23,767.97
hafiz	65	3.664	1	920	49.06	447.53	19,549.72
egger	63	3.664	1	959	50.62	451.87	20,310.87
yexed	62	3.663	1	1011	51.44	473.10	21,688.54
quank	59	3.663	1	1005	54.05	482.32	23,148.56
naggy	68	3.663	1	1049	46.90	495.34	21,030.47
stats	65	3.663	1	1081	49.06	517.30	22,972.46
momus	73	3.663	1	1114	43.69	518.94	20,761.67
folly	83	3.663	1	1182	38.42	553.10	19,774.63
pulus	77	3.663	1	1184	41.42	553.20	21,195.98
shims	80	3.663	1	1234	39.86	572.57	21,235.12
mogos	76	3.662	1	1199	41.96	567.16	22,037.70
taffy	65	3.661	1	991	49.06	463.33	20,324.73
bubas	72	3.661	1	947	44.29	474.21	19,041.71
vagal	83	3.661	1	1223	38.42	573.90	20,573.95
bulls	78	3.661	1	1223	40.89	581.42	22,099.51
mongo	86	3.661	1	1322	37.08	624.49	21,781.84
sadza	60	3.659	1	1030	53.15	467.97	22,047.89
cysts	59	3.659	1	1058	54.05	484.28	23,254.42
bazar	69	3.659	1	1099	46.22	511.95	21,524.87
gowks	60	3.659	1	1144	53.15	529.12	25,297.63
oxeye	51	3.658	1	681	62.53	369.88	19,218.64
nymph	72	3.658	1	1140	44.29	528.31	21,437.98
yampa	69	3.657	1	1137	46.22	533.42	22,517.10
mindi	71	3.657	1	1183	44.92	540.48	22,258.64
dooky	71	3.657	1	1230	44.92	569.14	23,545.65
cunny	71	3.657	1	1266	44.92	587.16	24,355.40
hippo	70	3.656	1	1018	45.56	492.82	20,376.13
vexer	67	3.656	1	1061	47.60	497.68	21,422.78
vatha	70	3.656	1	1112	45.56	514.09	21,345.16
ilial	66	3.655	1	960	48.32	482.84	20,995.40
dadas	63	3.655	1	1055	50.62	484.06	21,940.27
vieux	61	3.654	1	736	52.28	417.06	19,070.40
aways	57	3.654	1	1032	55.95	474.75	23,430.96
haggs	62	3.654	1	1033	51.44	478.37	21,959.76
zacks	52	3.654	1	1055	61.33	488.22	26,180.03
fluky	76	3.654	1	1267	41.96	596.49	23,268.14
volva	69	3.653	1	849	46.22	441.93	18,288.89
beefy	68	3.653	1	911	46.90	500.84	21,288.53
halva	76	3.653	1	1131	41.96	522.83	20,177.54
bagua	78	3.653	1	1142	40.89	545.56	20,633.38
bosom	74	3.653	1	1219	43.10	574.84	22,915.17
ribby	67	3.651	1	965	47.60	467.53	19,987.40
unban	73	3.651	1	986	43.69	496.24	19,770.00
annal	73	3.651	1	1098	43.69	517.43	20,695.67
vichy	75	3.651	1	1148	42.52	530.17	20,735.02
kitty	66	3.651	1	1159	48.32	533.59	23,447.34
dodgy	81	3.651	1	1205	39.37	561.35	20,550.60
jerry	63	3.650	1	753	50.62	429.66	19,186.74
eject	60	3.650	1	849	53.15	466.87	21,989.16
jings	65	3.650	1	1130	49.06	521.72	23,189.60
choom	87	3.650	1	1365	36.66	654.47	22,646.11
heugh	57	3.649	1	833	55.95	484.25	23,962.37
speks	65	3.649	1	875	49.06	518.28	23,020.61
dzhos	61	3.648	1	972	52.28	448.65	20,721.84
scogs	61	3.648	1	1076	52.28	493.38	23,060.23
quips	62	3.648	1	1119	51.44	511.18	23,647.28
alkyl	62	3.648	1	1081	51.44	511.58	23,667.60
stows	64	3.648	1	1107	49.83	517.63	23,309.86
quabs	61	3.647	1	947	52.28	456.78	21,146.76
wakfs	67	3.647	1	1062	47.60	499.39	21,503.85
pocho	78	3.647	1	1302	40.89	610.86	23,303.10
dyked	62	3.646	1	898	51.44	455.81	20,799.02
gings	69	3.646	1	1153	46.22	536.65	22,666.63
shogs	71	3.646	1	1188	44.92	552.16	22,783.23
moror	81	3.646	1	1261	39.37	592.37	21,771.99
tatts	60	3.645	1	1081	53.15	499.40	23,718.29
graff	61	3.644	1	1000	52.28	476.79	22,192.82
acara	58	3.644	1	1050	54.98	489.45	23,888.05
azyms	56	3.643	1	958	56.95	458.85	22,886.73
ngoni	69	3.643	1	1059	46.22	503.25	21,122.98
hasks	67	3.643	1	1108	47.60	521.50	22,556.48
clock	70	3.643	1	1178	45.56	553.04	23,119.50
fanga	78	3.643	1	1194	40.89	561.14	21,270.28
aghas	66	3.642	1	1033	48.32	477.71	20,747.55
vroom	76	3.642	1	1175	41.96	554.15	21,491.54
xenon	62	3.641	1	748	51.44	434.67	19,711.92
slubs	76	3.641	1	1223	41.96	570.64	22,183.51
swoop	75	3.641	1	1270	42.52	598.65	23,646.78
hijab	54	3.640	1	864	59.06	435.02	22,203.05
burbs	72	3.640	1	1030	44.29	501.59	20,254.37
snows	67	3.640	1	1168	47.60	540.86	23,477.82
bacha	74	3.640	1	1186	43.10	551.48	21,908.79
bumpy	76	3.640	1	1309	41.96	617.61	24,154.38
boong	85	3.640	1	1347	37.52	644.47	22,771.24
riffs	68	3.639	1	948	46.90	457.43	19,252.74
kulak	66	3.639	1	988	48.32	491.22	21,400.31
coppy	72	3.639	1	1196	44.29	551.89	22,482.54
gusts	76	3.639	1	1241	41.96	581.85	22,654.09
mobos	76	3.639	1	1219	41.96	581.89	22,655.62
daffs	59	3.638	1	928	54.05	434.36	20,556.08
noggs	67	3.638	1	1095	47.60	510.65	22,039.76
faddy	68	3.638	1	1065	46.90	511.14	21,771.74
wolly	78	3.638	1	1176	40.89	552.48	20,916.26
wowee	47	3.637	1	935	67.85	429.62	24,546.13
yomim	62	3.637	1	995	51.44	466.98	21,373.50
kiddo	71	3.637	1	1024	44.92	492.88	20,120.67
sushi	72	3.637	1	1121	44.29	533.99	21,689.57
kanga	77	3.637	1	1196	41.42	561.84	21,553.54
ginny	77	3.637	1	1277	41.42	604.70	23,328.94
quoys	47	3.636	1	1021	67.85	465.94	27,010.94
mambo	72	3.636	1	928	44.29	471.31	18,913.18
scuds	65	3.636	1	1097	49.06	512.08	22,716.40
socks	64	3.636	1	1183	49.83	546.07	24,726.80
asway	66	3.635	1	1032	48.32	485.47	21,122.31
janky	66	3.635	1	1071	48.32	503.46	21,991.76
cynic	60	3.635	1	1118	53.15	512.98	24,439.86
stets	61	3.634	1	856	52.28	499.17	23,362.86
happy	74	3.634	1	1053	43.10	503.43	19,837.90
scaws	63	3.634	1	1053	50.62	504.50	22,974.81
loggy	70	3.634	1	1125	45.56	524.38	21,813.70
swaps	72	3.634	1	1096	44.29	534.93	21,731.15
agamy	73	3.634	1	1177	43.69	548.09	22,034.76
spims	76	3.634	1	1231	41.96	572.09	22,244.41
yucca	67	3.633	1	929	47.60	473.28	20,261.05
ewked	68	3.633	1	1112	46.90	532.10	22,754.53
witty	72	3.633	1	1174	44.29	548.48	22,331.15
finis	68	3.633	1	1205	46.90	564.60	24,278.59
mauka	76	3.632	1	1144	41.96	543.94	21,063.25
offal	59	3.631	1	803	54.05	437.34	20,717.37
haugh	60	3.631	1	1050	53.15	500.54	23,778.99
jougs	63	3.631	1	1091	50.62	506.31	23,066.81
solos	68	3.631	1	1161	46.90	537.71	23,017.71
nanas	67	3.630	1	1099	47.60	503.12	21,681.32
danda	69	3.630	1	1124	46.22	522.53	22,013.88
womby	68	3.630	1	1244	46.90	580.66	25,031.71
rajah	55	3.629	1	1009	57.98	473.32	24,081.95
yecch	66	3.629	1	885	48.32	481.03	20,908.07
bocci	68	3.629	1	1021	46.90	497.09	21,112.77
ebook	65	3.629	1	930	49.06	501.86	22,215.01
tawaf	66	3.629	1	1146	48.32	530.46	23,296.37
unpin	77	3.629	1	1155	41.42	539.84	20,642.61
skull	66	3.629	1	1274	48.32	594.65	26,397.61
chowk	81	3.629	1	1315	39.37	632.33	23,345.00
livid	83	3.628	1	1224	38.42	576.94	20,690.68
jambo	71	3.627	1	915	44.92	461.05	18,690.89
peeps	68	3.627	1	988	46.90	512.73	21,846.18
mneme	60	3.626	1	980	53.15	484.24	22,912.26
zooid	68	3.626	1	1148	46.90	532.02	22,750.92
gymps	68	3.626	1	1167	46.90	545.33	23,374.83
cutup	74	3.625	1	1232	43.10	580.66	23,166.14
convo	74	3.625	1	1314	43.10	622.56	24,971.84
appuy	68	3.624	1	956	46.90	484.94	20,543.00
maggs	65	3.624	1	1057	49.06	495.60	21,908.09
cabby	67	3.624	1	1080	47.60	506.61	21,847.67
zobus	61	3.624	1	1095	52.28	510.14	23,936.43
furry	79	3.624	1	1189	40.37	566.09	21,222.03
skeps	64	3.623	1	875	49.83	518.02	23,328.99
bohos	77	3.623	1	1204	41.42	567.34	21,781.46
busts	78	3.623	1	1246	40.89	589.00	22,409.56
ebbet	63	3.622	1	995	50.62	476.14	21,539.57
toffs	68	3.622	1	1065	46.90	487.76	20,675.06
vills	71	3.622	1	1154	44.92	547.17	22,559.06
malva	79	3.622	1	1198	40.37	564.72	21,166.51
moobs	74	3.622	1	1219	43.10	582.09	23,227.63
bongo	83	3.622	1	1347	38.42	645.66	23,331.30
exude	63	3.621	1	1009	50.62	478.01	21,634.05
abjud	63	3.621	1	949	50.62	479.04	21,686.20
cacao	64	3.621	1	992	49.83	491.52	22,008.64
minxy	68	3.621	1	1196	46.90	553.11	23,740.09
bindi	71	3.621	1	1215	44.92	562.53	23,248.92
click	72	3.621	1	1237	44.29	582.16	23,822.98
yeggs	56	3.620	1	767	56.95	428.99	21,186.59
debby	70	3.620	1	889	45.56	478.54	19,725.62
jacks	53	3.620	1	1066	60.17	497.89	26,337.35
dippy	75	3.620	1	1180	42.52	551.86	21,657.21
stums	72	3.620	1	1234	44.29	585.26	23,960.40
disks	68	3.619	1	1128	46.90	525.31	22,436.12
humfs	74	3.619	1	1259	43.10	594.56	23,765.30
boyly	66	3.618	1	1156	48.32	537.70	23,646.07
xylic	57	3.617	1	1017	55.95	469.20	23,120.26
waddy	70	3.617	1	1075	45.56	520.25	21,625.48
cutch	79	3.617	1	1313	40.37	629.38	23,776.87
addra	69	3.616	1	949	46.22	466.75	19,436.08
azans	56	3.616	1	1070	56.95	496.58	25,035.51
agbas	71	3.616	1	1068	44.92	509.24	20,855.15
mudim	76	3.616	1	1168	41.96	549.70	21,305.17
nabby	65	3.615	1	1030	49.06	486.38	21,455.35
jowls	56	3.615	1	1044	56.95	487.79	24,535.01
boysy	63	3.615	1	1132	50.62	521.10	23,815.35
unput	67	3.615	1	1145	47.60	532.58	23,083.82
casas	65	3.615	1	1175	49.06	543.00	24,233.23
kumys	67	3.615	1	1200	47.60	561.66	24,467.70
hooks	74	3.615	1	1259	43.10	596.63	23,854.57
howto	70	3.614	1	1265	45.56	602.73	25,383.39
mucky	75	3.614	1	1303	42.52	618.61	24,495.21
feyly	62	3.613	1	829	51.44	473.03	21,685.02
level	73	3.613	1	1144	43.69	545.09	21,903.80
shaws	74	3.613	1	1114	43.10	553.34	21,988.92
goopy	75	3.613	1	1294	42.52	611.57	24,196.17
gowfs	65	3.612	1	1144	49.06	538.68	24,021.23
poboy	74	3.612	1	1304	43.10	616.88	24,727.00
abyss	62	3.611	1	972	51.44	470.73	21,566.83
rubus	72	3.611	1	1030	44.29	511.52	20,694.29
rusks	65	3.611	1	1079	49.06	530.61	23,625.63
piccy	72	3.611	1	1204	44.29	562.41	22,948.35
poofs	72	3.611	1	1212	44.29	571.28	23,341.12
jells	55	3.610	1	807	57.98	443.71	22,365.47
masks	66	3.610	1	1128	48.32	530.86	23,315.61
blook	78	3.610	1	1294	40.89	621.38	23,733.18
umami	64	3.609	1	718	49.83	421.54	18,521.89
zests	55	3.609	1	832	57.98	449.19	22,682.78
inbox	72	3.609	1	1009	44.29	491.54	19,809.60
bumph	75	3.609	1	1309	42.52	619.15	24,518.20
wasps	67	3.608	1	1096	47.60	517.39	22,360.69
myrrh	70	3.608	1	1141	45.56	545.45	22,773.48
sukis	70	3.608	1	1188	45.56	560.24	23,447.53
sojas	54	3.607	1	864	59.06	441.89	22,608.61
kanzu	61	3.607	1	977	52.28	468.47	21,757.68
wicca	63	3.607	1	918	50.62	483.92	21,933.44
skeez	56	3.607	1	1014	56.95	486.64	24,469.62
eever	65	3.607	1	1078	49.06	508.00	22,516.46
wicky	68	3.607	1	1176	46.90	549.63	23,576.50
mappy	74	3.606	1	1137	43.10	547.95	21,756.71
kombu	65	3.606	1	1197	49.06	554.37	24,791.01
pomps	69	3.606	1	1195	46.22	565.13	23,982.72
halal	71	3.606	1	1211	44.92	566.14	23,410.92
palla	77	3.606	1	1220	41.42	575.41	22,115.62
ummas	66	3.605	1	948	48.32	474.39	20,587.00
kheth	60	3.605	1	867	53.15	496.63	23,570.96
morro	77	3.605	1	1261	41.42	600.96	23,173.98
winns	66	3.604	1	1220	48.32	576.02	25,497.70
middy	67	3.603	1	1208	47.60	571.67	24,944.36
bhaji	54	3.602	1	864	59.06	451.55	23,178.72
sways	61	3.602	1	1032	52.28	501.61	23,490.30
lupus	72	3.602	1	1184	44.29	559.26	22,808.76
lezza	53	3.601	1	667	60.17	387.75	19,710.33
skink	64	3.601	1	1211	49.83	559.84	25,412.74
thigh	68	3.601	1	1207	46.90	563.09	24,208.15
canna	69	3.601	1	1225	46.22	575.18	24,447.30
mbube	63	3.600	1	903	50.62	493.44	22,415.00
allay	73	3.600	1	1181	43.69	566.14	22,823.50
pyxis	61	3.599	1	1101	52.28	514.50	24,164.20
gobos	75	3.599	1	1211	42.52	583.51	23,003.02
hully	73	3.599	1	1251	43.69	593.14	24,003.01
tekke	51	3.598	1	990	62.53	470.32	25,498.99
pussy	79	3.598	1	1333	40.37	636.70	24,072.18
oggin	74	3.597	1	1059	43.10	519.73	20,540.41
fuzil	75	3.597	1	1170	42.52	553.62	21,731.82
spuds	69	3.597	1	1192	46.22	560.46	23,767.10
filly	82	3.597	1	1245	38.89	596.08	21,669.29
naffs	56	3.596	1	977	56.95	454.52	22,640.48
skees	58	3.596	1	1045	54.98	507.44	24,877.36
spaws	68	3.596	1	1096	46.90	538.28	23,044.36
spoof	66	3.596	1	1212	48.32	567.17	25,070.22
caffs	59	3.595	1	1036	54.05	484.76	23,280.12
gutty	79	3.595	1	1297	40.37	619.45	23,375.83
imids	60	3.594	1	1057	53.15	496.41	23,559.33
migma	79	3.594	1	952	40.37	513.74	19,108.54
kliks	67	3.594	1	1108	47.60	520.04	22,487.08
foody	68	3.594	1	1254	46.90	592.28	25,576.71
cooky	66	3.594	1	1297	48.32	611.60	27,216.88
lolos	68	3.593	1	1161	46.90	551.25	23,652.71
lowly	73	3.593	1	1176	43.69	553.75	22,282.13
juror	67	3.592	1	1105	47.60	515.88	22,289.05
skids	62	3.592	1	1128	51.44	519.83	24,092.28
nooky	67	3.592	1	1263	47.60	595.26	26,067.02
culch	76	3.592	1	1290	41.96	619.38	24,228.62
inwit	61	3.591	1	1201	52.28	560.74	26,581.55
bwana	68	3.591	1	1191	46.90	567.77	24,427.45
piing	65	3.591	1	1324	49.06	625.45	28,278.33
quims	63	3.590	1	1128	50.62	525.24	24,024.65
ovoli	63	3.589	1	1014	50.62	490.08	22,244.97
vacay	66	3.589	1	1160	48.32	543.99	23,950.16
suses	56	3.588	1	876	56.95	458.70	22,878.19
gippo	71	3.588	1	1060	44.92	525.24	21,573.96
gappy	69	3.587	1	1106	46.22	533.59	22,525.18
dowds	70	3.587	1	1125	45.56	535.07	22,300.88
jewie	53	3.586	1	983	60.17	461.95	24,175.31
immew	58	3.585	1	825	54.98	441.75	21,265.57
howso	70	3.585	1	1315	45.56	631.10	26,675.50
nexin	71	3.584	1	819	44.92	467.53	18,982.13
sulks	77	3.584	1	1274	41.42	606.66	23,410.04
jewel	60	3.583	1	1060	53.15	499.11	23,702.89
cobbs	63	3.583	1	1109	50.62	522.20	23,871.00
punji	66	3.583	1	1138	48.32	534.56	23,494.10
audad	67	3.583	1	1091	47.60	536.02	23,247.58
muntu	66	3.583	1	1185	48.32	555.36	24,499.40
sicks	63	3.583	1	1239	50.62	580.64	26,829.12
mooks	67	3.583	1	1255	47.60	600.94	26,337.70
funky	74	3.582	1	1326	43.10	633.83	25,457.38
kamik	60	3.581	1	976	53.15	481.50	22,767.03
shews	66	3.581	1	914	48.32	544.38	23,968.79
nebby	64	3.580	1	847	49.83	468.98	20,885.45
peggy	61	3.580	1	861	52.28	508.42	23,846.43
swees	60	3.580	1	1080	53.15	528.96	25,289.16
lichi	68	3.579	1	1157	46.90	536.38	22,955.50
lobby	70	3.579	1	1156	45.56	542.12	22,622.19
willy	77	3.579	1	1212	41.42	577.69	22,209.98
stumm	63	3.579	1	1234	50.62	586.48	27,124.68
punny	76	3.579	1	1333	41.96	635.15	24,890.38
jests	53	3.578	1	835	60.17	456.42	23,842.29
koppa	66	3.578	1	878	48.32	478.72	20,796.25
lalls	58	3.578	1	1076	54.98	504.84	24,734.60
kikay	54	3.577	1	877	59.06	451.17	23,156.46
yesks	58	3.577	1	813	54.98	459.40	22,236.12
emcee	57	3.577	1	1076	55.95	503.93	25,063.70
annas	66	3.577	1	1099	48.32	525.50	23,056.58
cruck	69	3.577	1	1208	46.22	586.78	24,983.62
woody	73	3.577	1	1278	43.69	611.00	24,782.93
butty	76	3.577	1	1294	41.96	620.85	24,290.67
whoso	79	3.577	1	1315	40.37	640.46	24,224.00
verve	63	3.576	1	1078	50.62	505.72	23,036.78
konks	61	3.576	1	1143	52.28	533.94	25,180.66
ebene	60	3.575	1	1038	53.15	501.61	23,835.83
dibbs	61	3.575	1	1076	52.28	509.16	23,885.28
deedy	68	3.575	1	1028	46.90	518.34	22,109.24
fromm	67	3.575	1	1133	47.60	537.43	23,314.57
onmun	74	3.575	1	1180	43.10	568.15	22,627.19
doggy	71	3.575	1	1205	44.92	568.21	23,504.05
vivas	59	3.574	1	862	54.05	440.28	20,876.15
embox	73	3.574	1	872	43.69	487.55	19,390.13
zilla	64	3.574	1	942	49.83	489.70	21,918.08
towzy	61	3.574	1	1132	52.28	528.26	24,883.84
sayas	63	3.574	1	1139	50.62	528.41	24,185.47
shyly	58	3.574	1	1150	54.98	539.53	26,641.71
hammy	71	3.574	1	1123	44.92	542.63	22,355.23
unzip	63	3.573	1	1123	50.62	525.19	24,022.43
coomb	77	3.573	1	1370	41.42	659.01	25,577.93
upbow	56	3.572	1	1129	56.95	527.23	26,780.84
commy	70	3.572	1	1249	45.56	590.15	24,809.96
woops	72	3.572	1	1270	44.29	611.13	25,106.35
goomy	80	3.572	1	1359	39.86	655.78	24,551.87
bijou	60	3.571	1	924	53.15	457.22	21,476.56
krunk	62	3.571	1	1097	51.44	525.75	24,396.60
ansas	70	3.571	1	1099	45.56	526.32	21,902.39
ignis	64	3.571	1	1153	49.83	543.71	24,609.36
stiff	65	3.571	1	1171	49.06	545.79	24,370.18
zurfs	61	3.570	1	1055	52.28	515.96	24,240.82
spews	61	3.570	1	898	52.28	526.22	24,776.96
hight	63	3.570	1	1207	50.62	558.10	25,688.01
kecks	51	3.569	1	821	62.53	456.57	24,639.07
unjam	62	3.569	1	943	51.44	477.53	21,916.50
jeeps	58	3.569	1	964	54.98	498.88	24,406.50
psyop	65	3.569	1	1104	49.06	528.43	23,518.55
alula	68	3.569	1	1094	46.90	544.26	23,324.95
kusso	63	3.569	1	1159	50.62	563.50	25,961.79
mixie	65	3.568	1	910	49.06	485.58	21,416.09
zouks	52	3.568	1	1124	61.33	525.50	28,466.37
shwas	71	3.568	1	1114	44.92	559.65	23,119.71
fuzee	61	3.567	1	1064	52.28	503.60	23,594.30
cusps	76	3.567	1	1315	41.96	629.99	24,674.04
orzos	57	3.566	1	998	55.95	479.97	23,722.75
fucks	71	3.566	1	1283	44.92	622.39	25,937.54
etwee	60	3.565	1	1051	53.15	499.80	23,739.49
cuddy	67	3.565	1	1233	47.60	582.18	25,444.69
smoko	71	3.565	1	1255	44.92	596.65	24,781.51
basks	65	3.564	1	1132	49.06	543.02	24,234.27
zingy	70	3.564	1	1249	45.56	591.74	24,882.33
macka	73	3.564	1	1272	43.69	612.75	24,859.61
snugs	70	3.564	1	1311	45.56	629.27	26,592.45
hoofs	73	3.563	1	1252	43.69	600.62	24,329.70
dykey	55	3.562	1	898	57.98	459.62	23,287.80
aymag	69	3.562	1	1177	46.22	569.70	24,194.14
civil	81	3.562	1	1278	39.37	611.08	22,508.26
squaw	54	3.561	1	964	59.06	486.30	25,231.35
scaff	62	3.561	1	1036	51.44	497.65	22,951.15
tiffs	68	3.561	1	1171	46.90	544.79	23,349.71
nippy	71	3.561	1	1193	44.92	560.83	23,172.33
quich	59	3.561	1	1220	54.05	575.49	28,184.12
macaw	61	3.561	1	1241	52.28	585.29	27,865.09
giddy	74	3.561	1	1243	43.10	595.72	23,815.00
titin	70	3.561	1	1326	45.56	633.43	26,781.70
kacks	52	3.560	1	1086	61.33	514.19	27,772.80
alaap	58	3.560	1	1220	54.98	571.13	28,379.43
biddy	74	3.560	1	1231	43.10	589.83	23,561.55
bobak	65	3.559	1	944	49.06	503.01	22,271.20
cirri	66	3.559	1	1189	48.32	556.89	24,573.28
nuddy	69	3.559	1	1200	46.22	570.56	24,233.82
wuxia	56	3.558	1	795	56.95	455.75	22,710.23
knack	66	3.558	1	1132	48.32	548.33	24,159.70
bilby	70	3.558	1	1176	45.56	557.30	23,313.42
smogs	68	3.558	1	1199	46.90	564.19	24,259.53
sighs	67	3.558	1	1227	47.60	573.97	25,053.91
jacal	60	3.557	1	1192	53.15	556.69	26,763.06
gucky	67	3.557	1	1284	47.60	611.71	26,850.15
cohog	71	3.557	1	1342	44.92	641.23	26,783.94
levee	67	3.556	1	1144	47.60	545.94	23,719.79
cacky	66	3.556	1	1154	48.32	558.62	24,656.85
attap	68	3.556	1	1155	46.90	559.13	24,022.27
klutz	61	3.555	1	1134	52.28	536.83	25,331.48
jinks	63	3.555	1	1191	50.62	561.01	25,835.38
slubb	65	3.555	1	1223	49.06	574.72	25,789.44
papal	70	3.555	1	1220	45.56	581.00	24,393.22
bunns	66	3.554	1	1276	48.32	614.34	27,349.31
ozzie	47	3.553	1	616	67.85	379.13	21,120.59
fezes	58	3.553	1	1019	54.98	491.48	23,999.67
panax	68	3.553	1	1186	46.90	557.15	23,929.36
marma	74	3.552	1	1104	43.10	533.34	21,127.06
fatwa	65	3.552	1	1146	49.06	545.47	24,354.80
yacka	67	3.552	1	1154	47.60	548.39	23,836.06
boomy	76	3.552	1	1381	41.96	672.09	26,440.41
issei	50	3.551	1	774	63.78	409.24	22,033.29
qophs	56	3.551	1	1155	56.95	536.72	27,321.26
gizmo	74	3.551	1	1089	43.10	543.94	21,583.63
gully	80	3.551	1	1344	39.86	654.46	24,499.42
jambs	62	3.550	1	1042	51.44	493.27	22,725.73
yawny	59	3.550	1	1076	54.05	513.97	24,859.03
vacua	67	3.550	1	1111	47.60	532.15	23,063.14
knoop	70	3.550	1	1283	45.56	614.28	25,909.42
tufts	74	3.550	1	1326	43.10	639.71	25,711.11
kexes	53	3.549	1	1028	60.17	489.35	25,823.99
kurus	61	3.549	1	1079	52.28	531.41	25,048.10
sniff	61	3.549	1	1205	52.28	564.15	26,759.97
mihis	65	3.549	1	1234	49.06	581.82	26,138.06
savvy	54	3.548	1	1051	59.06	496.55	25,836.76
wasms	63	3.548	1	1125	50.62	537.57	24,649.12
briki	67	3.548	1	1115	47.60	538.21	23,351.58
khoja	62	3.547	1	871	51.44	488.07	22,458.67
voici	67	3.547	1	1114	47.60	524.91	22,718.87
wahay	67	3.547	1	1173	47.60	554.18	24,112.03
rummy	69	3.547	1	1104	46.22	556.11	23,565.97
stott	57	3.545	1	1194	55.95	564.22	28,436.68
iambi	62	3.544	1	935	51.44	473.82	21,725.54
squib	52	3.544	1	1133	61.33	529.69	28,723.10
pudus	68	3.544	1	1192	46.90	571.38	24,596.71
sills	66	3.544	1	1232	48.32	583.41	25,854.52
skags	60	3.543	1	1121	53.15	544.10	26,093.89
majat	61	3.543	1	1197	52.28	560.51	26,569.51
tooth	77	3.543	1	1360	41.42	662.37	25,717.23
braza	66	3.542	1	1099	48.32	529.43	23,246.46
fugue	69	3.542	1	940	46.22	537.55	22,707.97
flamm	67	3.542	1	1151	47.60	554.75	24,138.78
yoofs	60	3.542	1	1169	53.15	555.64	26,707.23
hutch	74	3.542	1	1313	43.10	635.45	25,527.19
sweys	56	3.541	1	903	56.95	502.17	25,353.84
myxos	62	3.541	1	1095	51.44	523.98	24,305.67
swags	68	3.541	1	1122	46.90	553.13	23,740.80
kissy	64	3.541	1	1200	49.83	567.24	25,781.61
pimps	68	3.541	1	1231	46.90	590.66	25,500.95
skosh	64	3.541	1	1259	49.83	608.20	27,822.83
pakki	64	3.540	1	940	49.83	480.61	21,465.24
